sample_name,tls_id,tls_area_pixels,tls_area_microns,qc_id,qc_type,qc_area_pixels,qc_area_microns,intersection_area_pixels,intersection_area_microns,tls_overlap_percentage,qc_overlap_percentage,has_intersection
mod_TCGA-HZ-A8P0-01Z-00-DX1.83C0A19C-153E-4AB3-8814-1E6053652EB2,Annotation 0: TLS number 0,482816.0,30660.747264,None,None,0.0,0.0,0.0,0.0,0.0,0.0,False
mod_TCGA-HZ-A8P0-01Z-00-DX1.83C0A19C-153E-4AB3-8814-1E6053652EB2,Annotation 1: TLS number 1,1174944.0,74613.643776,None,None,0.0,0.0,0.0,0.0,0.0,0.0,False
